pl_hostname,pl_letter,st_dist,st_disterr,st_glon,st_glat,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2
HD 13808,b,28.60,0.63,279.093809,-59.460400,0.101700,,,10.33000,0.00000,0.00000,,,,0.03250,,,,,
HD 13808,c,28.60,0.63,279.093809,-59.460400,0.247600,,,11.40000,0.00000,0.00000,,,,0.03600,,,,,
HD 13931,b,45.52,1.91,138.831694,-16.447877,5.150000,0.290000,-0.290000,597.00000,48.00000,-48.00000,,,,1.88000,0.15000,-0.15000,,,
HD 139357,b,121.36,7.46,86.159535,49.847437,2.360000,0.200000,-0.200000,3101.89000,683.30600,-683.30600,,,,9.76000,2.15000,-2.15000,,,
HD 141937,b,33.46,1.17,351.888654,26.781275,1.520000,,,3080.00000,0.00000,0.00000,,,,9.70000,,,,,
HD 142022 A,b,35.87,0.85,307.720278,-23.317230,3.030000,0.050000,-0.050000,1600.00000,830.00000,-480.00000,,,,5.10000,2.60000,-1.50000,,,
HD 142245,b,106.38,9.67,26.943759,46.383524,2.770000,,,604.00000,0.00000,0.00000,,,,1.90000,,,,,
HD 142415,b,34.57,0.98,324.177899,-5.253831,1.050000,,,515.00000,0.00000,0.00000,,,,1.62000,,,,,
HD 142,b,25.64,0.41,321.587087,-66.386565,1.045000,0.061000,-0.061000,416.00000,57.00000,-57.00000,,,,1.31000,0.18000,-0.18000,,,
HD 143361,b,59.35,4.19,334.969392,6.274062,2.000000,,,991.58800,457.65600,-457.65600,,,,3.12000,1.44000,-1.44000,,,
HD 145377,b,55.19,3.16,348.638427,17.538805,0.450000,0.004000,-0.004000,1830.62400,31.78200,-31.78200,,,,5.76000,0.10000,-0.10000,,,
HD 145457,b,126.10,10.63,44.301478,46.030237,0.760000,,,921.66800,0.00000,0.00000,,,,2.90000,,,,,
HD 1461,b,23.44,0.46,99.302569,-69.408826,0.063438,0.000018,-0.000018,7.60000,1.20000,-1.20000,,,,0.02400,0.00380,-0.00380,,,
HD 1461,c,23.44,0.46,99.302569,-69.408826,0.111700,,,5.91100,0.00000,0.00000,,,,0.01860,,,,,
HD 147018,b,42.68,1.66,325.411862,-8.440474,0.238800,0.003900,-0.003900,674.00000,20.00000,-20.00000,,,,2.12000,0.07000,-0.07000,,,
HD 147018,c,42.68,1.66,325.411862,-8.440474,1.922000,0.039000,-0.039000,2080.00000,100.00000,-100.00000,,,,6.56000,0.32000,-0.32000,,,
HD 147513,b,12.87,0.14,341.620812,7.212732,1.320000,,,385.00000,0.00000,0.00000,,,,1.21000,,,,,
HD 148156,b,53.05,2.75,337.022602,1.701676,2.450000,0.040000,-0.050000,270.14400,212.93700,-15.89080,,,,0.85000,0.67000,-0.05000,,,
HD 148427,b,59.28,3.19,2.417369,23.581615,0.930000,0.010000,-0.010000,310.00000,30.00000,-30.00000,,,,0.96000,0.10000,-0.10000,,,
HD 149026,b,78.86,4.62,61.296758,43.283307,0.042880,0.000500,-0.000330,116.95700,4.13200,-4.44900,9.113,0.303,-0.280,0.36800,0.01300,-0.01400,0.813,0.027,-0.025
HD 149143,b,63.49,4.04,17.516745,31.481715,0.053000,,,423.00000,0.00000,0.00000,,,,1.33000,,,,,
HD 149382,b,76.51,6.87,11.816054,27.897819,,,,4930.00000,2400.00000,-2400.00000,,,,15.50000,7.50000,-7.50000,,,
HD 1502,b,167.50,25.26,111.216101,-48.084195,1.310000,,,985.00000,0.00000,0.00000,,,,3.10000,,,,,
HD 150433,b,29.55,0.81,13.946174,27.119711,1.930300,,,53.39000,0.00000,0.00000,,,,0.16800,,,,,
HD 152079,b,85.18,9.19,339.892243,-1.568839,3.200000,2.100000,-2.100000,953.45000,635.63300,-635.63300,,,,3.00000,2.00000,-2.00000,,,
HD 152581,b,182.82,31.76,30.611579,31.490882,1.480000,,,477.00000,0.00000,0.00000,,,,1.50000,,,,,
HD 153950,b,51.87,3.18,343.476552,-1.231061,1.280000,0.010000,-0.010000,867.63900,15.89100,-15.89100,,,,2.73000,0.05000,-0.05000,,,
HD 154088,b,18.08,0.29,355.237225,7.673570,0.131600,,,6.13400,0.00000,0.00000,,,,0.01930,,,,,
HD 154345,b,18.06,0.18,73.022221,37.663548,4.190000,0.260000,-0.260000,300.97200,28.60300,-28.60300,,,,0.94700,0.09000,-0.09000,,,
HD 154672,b,65.79,4.48,333.385298,-9.759043,0.600000,,,1600.00000,54.00000,-54.00000,,,,5.02000,0.17000,-0.17000,,,
HD 154857,b,68.54,4.02,333.288207,-10.025285,1.200000,0.200000,-0.200000,570.00000,100.00000,-100.00000,,,,1.80000,0.40000,-0.40000,,,
HD 155358,b,43.40,1.26,56.283883,34.774314,0.640000,0.010000,-0.010000,270.00000,16.00000,-16.00000,,,,0.85000,0.05000,-0.05000,,,
HD 155358,c,43.40,1.26,56.283883,34.774314,1.020000,0.020000,-0.020000,261.00000,22.00000,-22.00000,,,,0.82000,0.07000,-0.07000,,,
HD 156279,b,35.37,0.76,93.085409,35.081848,0.495000,0.017000,-0.017000,3086.00000,210.00000,-210.00000,,,,9.71000,0.66000,-0.66000,,,
HD 156411,b,55.10,2.41,340.791106,-6.463043,,,,238.36246,0.00000,0.00000,,,,0.75000,,,,,
HD 156668,b,24.05,0.59,51.968206,32.114439,0.050000,0.000700,-0.000700,4.15000,0.58000,-0.58000,,,,0.01300,0.00200,-0.00200,,,
HD 156846,b,49.00,2.13,5.034468,9.982396,1.096000,0.021000,-0.021000,3359.32000,92.16680,-92.16680,,,,10.57000,0.29000,-0.29000,,,
HD 157172,b,33.48,1.29,5.059542,9.432559,0.416000,,,38.10000,0.00000,0.00000,,,,0.12000,,,,,
HD 158038,b,114.15,10.20,50.396886,29.866332,1.520000,,,572.00000,0.00000,0.00000,,,,1.80000,,,,,
HD 159868,b,52.72,2.82,347.174666,-6.313158,2.000000,0.300000,-0.300000,540.28800,95.34500,-95.34500,,,,1.70000,0.30000,-0.30000,,,
HD 160691,b,15.28,0.18,340.060663,-11.498059,1.497000,,,532.66100,,,,,,1.67600,,,,,
HD 160691,c,15.28,0.18,340.060663,-11.498059,5.235000,,,576.51900,0.00000,0.00000,,,,1.81400,,,,,
HD 160691,d,15.28,0.18,340.060663,-11.498059,0.090940,,,10.55470,,,,,,0.03321,,,,,
HD 160691,e,15.28,0.18,340.060663,-11.498059,0.921000,,,165.86800,,,,,,0.52190,,,,,
HD 16141,b,35.91,1.71,173.939962,-55.778530,0.363000,0.021000,-0.021000,82.60000,8.90000,-8.90000,,,,0.26000,0.02800,-0.02800,,,
HD 16175,b,59.84,3.28,143.083970,-16.639863,2.100000,0.080000,-0.080000,1398.00000,25.00000,-25.00000,,,,4.40000,0.34000,-0.34000,,,
HD 162020,b,31.26,1.38,350.738993,-6.726065,0.074000,,,4580.00000,0.00000,0.00000,,,,14.40000,,,,,
HD 163607,b,69.44,2.95,84.613797,30.172995,0.360000,,,245.00000,0.00000,0.00000,,,,0.77000,,,,,
HD 163607,c,69.44,2.95,84.613797,30.172995,2.420000,,,727.80000,0.00000,0.00000,,,,2.29000,,,,,
HD 16417,b,25.54,0.41,237.693025,-66.237788,0.140000,0.010000,-0.010000,22.10000,2.00000,-2.00000,,,,0.06960,0.00630,-0.00630,,,
HD 164509,b,51.81,2.72,27.263636,11.136603,0.875000,,,153.00000,0.00000,0.00000,,,,0.48000,,,,,
HD 164604,b,37.98,2.48,2.263568,-3.118567,1.300000,0.050000,-0.050000,858.10500,413.16200,-413.16200,,,,2.70000,1.30000,-1.30000,,,
HD 164922,b,21.92,0.34,52.297843,21.785742,2.110000,0.130000,-0.130000,114.41400,14.62000,-14.62000,,,,0.36000,0.04600,-0.04600,,,
HIP 89354,b,42.99,2.54,350.821970,-11.648128,,,,1310.00000,,,,,,4.12187,,,,,
HD 167042,b,50.00,1.24,82.547690,27.547296,1.300000,,,540.00000,0.00000,0.00000,,,,1.70000,,,,,
HD 16760,b,50.18,6.20,145.591012,-19.323913,1.130000,0.030000,-0.030000,4544.77754,286.03495,-286.03495,,,,14.30000,0.90000,-0.90000,,,
HD 168443,b,37.88,1.18,20.814733,2.506944,0.300000,0.017000,-0.017000,2548.88922,206.58080,-206.58080,,,,8.02000,0.65000,-0.65000,,,
HD 168443,c,37.88,1.18,20.814733,2.506944,2.910000,0.170000,-0.170000,5752.48100,476.72500,-476.72500,,,,18.10000,1.50000,-1.50000,,,
HD 168746,b,43.12,1.71,18.963816,1.030458,0.065000,,,73.09782,0.00000,0.00000,,,,0.23000,,,,,
HD 1690,b,7.01,,100.754001,-69.841172,1.300000,0.020000,-0.020000,1938.68000,286.03500,-286.03500,,,,6.10000,0.90000,-0.90000,,,
HD 169830,b,36.32,1.16,3.686706,-8.471045,0.810000,,,915.31184,0.00000,0.00000,,,,2.88000,,,,,
HD 169830,c,36.32,1.16,3.686706,-8.471045,3.600000,,,1283.97911,0.00000,0.00000,,,,4.04000,,,,,
HD 170469,b,64.98,4.37,40.940178,10.190968,2.100000,,,212.93700,0.00000,0.00000,,,,0.67000,,,,,
HD 17092,b,,,141.303151,-9.074674,1.290000,0.050000,-0.050000,1461.95641,95.34498,-95.34498,,,,4.60000,0.30000,-0.30000,,,
HD 171028,b,,,36.967568,7.411306,1.290000,,,581.60400,0.00000,0.00000,,,,1.83000,,,,,
HD 171238,b,44.05,2.33,5.945468,-9.054434,2.540000,0.060000,-0.060000,826.32319,47.67249,-47.67249,,,,2.60000,0.15000,-0.15000,,,
HD 17156,b,78.25,5.15,131.989844,10.993765,0.161400,0.002200,-0.002200,1014.15000,10.48800,-10.48800,12.184,0.074,-0.074,3.19100,0.03300,-0.03300,1.087,0.007,-0.007
HD 173416,b,134.95,9.01,65.742045,17.219425,1.160000,0.060000,-0.060000,858.10485,95.34498,-95.34498,,,,2.70000,0.30000,-0.30000,,,
HD 175167,b,67.02,3.85,325.362763,-26.087942,2.400000,0.050000,-0.050000,2478.97000,1112.36000,-1112.36000,,,,7.80000,3.50000,-3.50000,,,
HD 175541,b,127.55,16.07,37.211461,1.001771,1.030000,,,193.86813,0.00000,0.00000,,,,0.61000,,,,,
HD 176051,b,14.98,0.12,63.348231,13.265764,,,,476.72500,95.34500,-95.34500,,,,1.50000,0.30000,-0.30000,,,
HD 177830,b,59.03,2.54,57.684200,8.671962,1.221800,0.000800,-0.000800,473.54700,9.53450,-9.53450,,,,1.49000,0.03000,-0.03000,,,
HD 177830,c,59.03,2.54,57.684200,8.671962,0.513700,0.000300,-0.000300,47.67250,6.35633,-6.35633,,,,0.15000,0.02000,-0.02000,,,
HD 178911 B,b,46.73,8.78,65.991560,11.693783,0.320000,,,1999.70200,18.75100,-18.75100,,,,6.29200,0.05900,-0.05900,,,
HD 179079,b,63.69,3.60,32.827590,-5.590300,0.110000,,,25.42533,0.00000,0.00000,,,,0.08000,,,,,
HD 179949,b,27.05,0.57,13.455506,-15.785866,0.045000,0.001000,-0.001000,301.92578,12.71266,-12.71266,,,,0.95000,0.04000,-0.04000,,,
HIP 94576,b,131.75,10.25,64.010376,9.418934,1.400000,,,6991.97000,,,,,,22.00000,,,,,
HD 180902,b,114.55,11.77,14.398802,-16.329700,1.390000,0.040000,-0.040000,508.50700,63.56330,-63.56330,,,,1.60000,0.20000,-0.20000,,,
HD 181342,b,115.47,11.09,14.505024,-16.728267,1.780000,0.070000,-0.070000,1048.79000,63.56330,-63.56330,,,,3.30000,0.20000,-0.20000,,,
HD 181433,b,26.15,0.76,329.513763,-28.044572,0.080000,,,7.56404,0.00000,0.00000,,,,0.02380,,,,,
HD 181433,c,26.15,0.76,329.513763,-28.044572,1.760000,,,203.40263,0.00000,0.00000,,,,0.64000,,,,,
HD 181433,d,26.15,0.76,329.513763,-28.044572,3.000000,,,171.62100,0.00000,0.00000,,,,0.54000,,,,,
HD 181720,b,55.93,3.82,5.516710,-20.486595,,,,117.59215,0.00000,0.00000,,,,0.37000,,,,,
HD 183263,b,52.83,2.80,44.609354,-4.309800,1.520000,,,1172.74329,0.00000,0.00000,,,,3.69000,,,,,
HD 183263,c,52.83,2.80,44.609354,-4.309800,4.250000,0.470000,-0.470000,1214.05900,187.51200,-187.51200,,,,3.82000,0.59000,-0.59000,,,
HD 185269,b,47.37,1.60,63.271653,3.580696,0.077000,,,298.74761,0.00000,0.00000,,,,0.94000,,,,,
HD 187085,b,44.98,2.19,2.201901,-27.119872,2.050000,,,238.36246,0.00000,0.00000,,,,0.75000,,,,,
HD 187123,b,47.92,1.58,69.465917,4.680152,0.042000,,,165.26464,0.00000,0.00000,,,,0.52000,,,,,
HD 187123,c,47.92,1.58,69.465917,4.680152,4.890000,0.530000,-0.530000,632.45500,79.45400,-79.45400,,,,1.99000,0.25000,-0.25000,,,
HD 18742,b,127.88,15.27,207.804780,-60.004592,1.920000,,,858.00000,0.00000,0.00000,,,,2.70000,,,,,
HD 188015,b,52.63,2.51,64.560437,0.542882,1.190000,,,400.44893,0.00000,0.00000,,,,1.26000,,,,,
HD 189567,b,17.72,0.23,328.465623,-31.989457,0.109900,,,10.04000,0.00000,0.00000,,,,0.03160,,,,,
HD 189733,b,19.25,0.32,60.963018,-3.922181,0.031420,0.000520,-0.000520,365.48900,12.39500,-12.39500,12.902,0.426,-0.426,1.15000,0.03900,-0.03900,1.151,0.038,-0.038
HD 190228,b,62.11,2.97,65.993440,-1.405387,2.310000,,,1585.90489,0.00000,0.00000,,,,4.99000,,,,,
HD 190360,b,15.89,0.16,67.410863,-0.672376,3.920000,0.200000,-0.200000,477.36055,41.31616,-41.31616,,,,1.50200,0.13000,-0.13000,,,
HD 190360,c,15.89,0.16,67.410863,-0.672376,0.128000,0.002000,-0.002000,18.11555,4.76725,-4.76725,,,,0.05700,0.01500,-0.01500,,,
HD 190647,b,54.23,3.05,5.661425,-30.032368,2.070000,0.060000,-0.060000,603.85200,19.06900,-19.06900,,,,1.90000,0.06000,-0.06000,,,
HD 190984,b,189.39,36.26,331.579027,-32.857952,,,,985.23149,0.00000,0.00000,,,,3.10000,,,,,
HD 192263,b,19.89,0.44,41.874902,-18.697767,0.150000,,,228.82800,0.00000,0.00000,,,,0.72000,,,,,
HD 192310,b,8.82,0.07,15.624477,-29.397370,0.320000,0.005000,-0.005000,16.90000,0.90000,-0.90000,,,,0.05318,0.00283,-0.00283,,,
HD 192310,c,8.82,0.07,15.624477,-29.397370,1.180000,0.025000,-0.025000,24.00000,5.00000,-5.00000,,,,0.07552,0.01573,-0.01573,,,
HD 192699,b,67.39,3.89,47.130525,-16.492966,1.160000,,,794.54153,0.00000,0.00000,,,,2.50000,,,,,
HD 195019,b,37.35,1.20,61.155942,-11.475542,0.138800,0.008000,-0.008000,1175.92100,95.34500,-95.34500,,,,3.70000,0.30000,-0.30000,,,
HD 196050,b,46.93,1.92,335.918930,-36.359517,2.500000,,,953.44983,0.00000,0.00000,,,,3.00000,,,,,
HIP 102125,b,43.57,3.65,318.444099,-33.048452,,,,2257.00000,,,,,,7.10158,,,,,
HD 196885,b,32.99,0.86,56.309425,-17.985355,2.370000,0.020000,-0.020000,819.96700,50.85100,-50.85100,,,,2.58000,0.16000,-0.16000,,,
HD 197037,b,32.83,0.63,81.677148,0.412927,2.070000,0.050000,-0.050000,251.00000,16.00000,-16.00000,,,,0.79000,0.05000,-0.05000,,,
HD 19994,b,22.38,0.37,181.504140,-47.341631,1.420000,,,533.93191,0.00000,0.00000,,,,1.68000,,,,,
HD 20003,b,43.08,1.37,289.876781,-41.176327,0.097400,,,12.01000,0.00000,0.00000,,,,0.03780,,,,,
HD 20003,c,43.08,1.37,289.876781,-41.176327,0.196100,,,13.41000,0.00000,0.00000,,,,0.04220,,,,,
HD 200964,b,68.35,4.50,53.564734,-27.635478,1.710000,0.040000,-0.040000,603.85200,63.56330,-63.56330,,,,1.90000,0.20000,-0.20000,,,
HD 200964,c,68.35,4.50,53.564734,-27.635478,2.030000,0.060000,-0.060000,413.16200,63.56330,-63.56330,,,,1.30000,0.20000,-0.20000,,,
HD 202206,b,46.34,2.33,27.950002,-40.504518,0.830000,,,5530.00903,0.00000,0.00000,,,,17.40000,,,,,
HD 202206,c,46.34,2.33,27.950002,-40.504518,2.550000,,,775.47253,0.00000,0.00000,,,,2.44000,,,,,
HD 20367,b,27.13,0.77,156.320123,-22.101493,1.250000,,,340.06377,0.00000,0.00000,,,,1.07000,,,,,
HD 2039,b,89.85,8.28,310.403585,-60.083260,2.200000,0.200000,-0.200000,1557.30139,317.81661,-317.81661,,,,4.90000,1.00000,-1.00000,,,
HD 204313,b,47.30,2.26,28.027798,-43.728032,3.082000,0.055000,-0.055000,1287.15727,54.02882,-54.02882,,,,4.05000,0.17000,-0.17000,,,
HD 204313,c,47.30,2.26,28.027798,-43.728032,0.210300,,,17.20000,0.00000,0.00000,,,,0.05400,,,,,
HD 204941,b,26.95,0.88,29.459195,-44.424347,2.560000,0.080000,-0.080000,84.53920,10.17010,-10.17010,,,,0.26600,0.03200,-0.03200,,,
HD 205739,b,90.33,8.30,14.613677,-47.999168,0.896000,0.019000,-0.015000,435.40876,22.24716,-28.60349,,,,1.37000,0.07000,-0.09000,,,
HD 206610,b,170.07,27.01,47.876544,-41.348121,1.680000,0.050000,-0.050000,699.19700,31.78170,-31.78170,,,,2.20000,0.10000,-0.10000,,,
HD 20781,b,35.89,1.52,224.672577,-57.273304,0.169000,,,12.05000,0.00000,0.00000,,,,0.03790,,,,,
HD 20781,c,35.89,1.52,224.672577,-57.273304,0.345600,,,15.76000,0.00000,0.00000,,,,0.04960,,,,,
HD 20782,b,36.02,1.11,224.802219,-57.278479,1.381000,0.005000,-0.005000,603.85156,158.90831,-158.90831,,,,1.90000,0.50000,-0.50000,,,
HD 207832,b,55.31,3.42,24.003585,-50.214851,0.570000,0.002000,-0.002000,177.97700,19.06900,-9.53500,,,,0.56000,0.06000,-0.03000,,,
HD 207832,c,55.31,3.42,24.003585,-50.214851,2.112000,0.087000,-0.045000,232.00600,57.20700,-15.89100,,,,0.73000,0.18000,-0.05000,,,
HD 20794,b,6.06,0.02,250.746259,-56.076800,0.120700,0.002000,-0.002000,2.70000,0.30000,-0.30000,,,,0.00850,0.00094,-0.00094,,,
HD 20794,c,6.06,0.02,250.746259,-56.076800,0.203600,0.003400,-0.003400,2.40000,0.40000,-0.40000,,,,0.00755,0.00126,-0.00126,,,
HD 20794,d,6.06,0.02,250.746259,-56.076800,0.349900,0.005900,-0.005900,4.80000,0.60000,-0.60000,,,,0.01510,0.00189,-0.00189,,,
HD 208487,b,43.99,1.87,5.411060,-52.127118,0.490000,0.040000,-0.040000,143.01747,15.89083,-15.89083,,,,0.45000,0.05000,-0.05000,,,
HD 20868,b,44.50,2.68,233.839264,-57.334925,0.947000,0.012000,-0.012000,632.45506,15.89083,-15.89083,,,,1.99000,0.05000,-0.05000,,,
HD 209458,b,47.08,2.12,76.753292,-28.526856,0.047470,0.000550,-0.000550,226.92100,5.40300,-5.40300,15.468,0.191,-0.191,0.71400,0.01700,-0.01700,1.380,0.017,-0.017
HD 210277,b,21.29,0.35,52.350323,-46.965096,1.100000,0.020000,-0.020000,390.91443,9.53450,-9.53450,,,,1.23000,0.03000,-0.03000,,,
HD 210702,b,55.93,2.22,76.293469,-32.021007,1.200000,,,603.85200,,,,,,1.90000,,,,,
HD 212301,b,52.72,1.95,311.909022,-36.780364,0.036000,,,143.01700,0.00000,0.00000,,,,0.45000,,,,,
HD 212771,b,121.80,13.93,41.794446,-55.291110,1.220000,0.030000,-0.030000,730.97800,127.12700,-127.12700,,,,2.30000,0.40000,-0.40000,,,
HD 213240,b,40.75,1.30,343.719946,-55.072452,2.030000,,,1430.17475,0.00000,0.00000,,,,4.50000,,,,,
HD 215152,b,21.52,0.59,61.338158,-53.198176,0.065200,,,2.77000,0.00000,0.00000,,,,0.00870,,,,,
HD 215152,c,21.52,0.59,61.338158,-53.198176,0.085200,,,3.08000,0.00000,0.00000,,,,0.00970,,,,,
HD 215456,b,38.64,1.14,342.305510,-57.458697,0.652000,,,32.10000,0.00000,0.00000,,,,0.10100,,,,,
HD 215456,c,38.64,1.14,342.305510,-57.458697,3.394000,,,78.18000,0.00000,0.00000,,,,0.24600,,,,,
HD 215497,b,43.53,2.25,331.295333,-53.102659,,,,5.40288,0.00000,0.00000,,,,0.01700,,,,,
HD 215497,c,43.53,2.25,331.295333,-53.102659,,,,104.87948,0.00000,0.00000,,,,0.33000,,,,,
HD 216435,b,33.29,0.79,341.693410,-58.709838,2.560000,0.170000,-0.170000,400.44893,41.31616,-41.31616,,,,1.26000,0.13000,-0.13000,,,
HD 216437,b,26.52,0.40,316.272217,-43.905396,2.700000,,,667.41488,0.00000,0.00000,,,,2.10000,,,,,
HD 216770,b,37.89,1.46,27.308602,-64.291081,0.460000,,,206.58100,0.00000,0.00000,,,,0.65000,,,,,
HD 21693,b,32.31,0.73,272.909794,-48.724670,0.148400,,,10.23000,0.00000,0.00000,,,,0.03220,,,,,
HD 21693,c,32.31,0.73,272.909794,-48.724670,0.264400,,,20.56900,0.00000,0.00000,,,,0.06472,,,,,
HD 217107,b,19.72,0.29,70.474077,-53.324016,0.073000,0.001000,-0.001000,422.69609,15.89083,-15.89083,,,,1.33000,0.05000,-0.05000,,,
HD 217107,c,19.72,0.29,70.474077,-53.324016,5.270000,0.360000,-0.360000,791.36336,79.45415,-79.45415,,,,2.49000,0.25000,-0.25000,,,
HD 217786,b,54.92,2.78,74.194184,-52.735612,2.380000,0.040000,-0.040000,4131.62000,254.25300,-254.25300,,,,13.00000,0.80000,-0.80000,,,
HD 218566,b,29.94,1.03,74.013661,-55.106682,0.687300,0.000800,-0.000800,66.74150,6.35633,-6.35633,,,,0.21000,0.02000,-0.02000,,,
HD 219415,b,,,109.942272,-3.686771,3.200000,,,317.81700,,,,,,1.00000,,,,,
HD 219449,b,45.52,1.77,67.071988,-61.112023,0.300000,,,921.66817,0.00000,0.00000,,,,2.90000,,,,,
HD 219828,b,81.10,6.14,94.265779,-39.013487,0.052000,,,20.97590,0.00000,0.00000,,,,0.06600,,,,,
HIP 115662,b,45.23,1.81,46.760446,-69.419219,,,,377.00000,,,,,,1.18622,,,,,
HD 220773,b,48.43,2.32,90.039729,-48.724868,4.940000,0.200000,-0.200000,460.80000,95.00000,-95.00000,,,,1.45000,0.30000,-0.30000,,,
HD 221287,b,52.88,2.20,321.703012,-55.902883,1.250000,0.040000,-0.040000,982.05300,251.07500,-251.07500,,,,3.09000,0.79000,-0.79000,,,
HD 222582,b,41.95,1.87,81.758521,-63.151888,1.350000,0.080000,-0.080000,2463.07874,206.58080,-206.58080,,,,7.75000,0.65000,-0.65000,,,
HD 224693,b,94.07,9.33,52.018930,-77.401250,0.233000,,,225.64979,0.00000,0.00000,,,,0.71000,,,,,
HD 22781,b,31.79,1.33,160.071964,-18.567090,1.167000,0.039000,-0.039000,4338.20000,308.00000,-308.00000,,,,13.65000,0.97000,-0.97000,,,
HD 23079,b,34.60,0.66,264.319295,-49.652393,1.650000,,,829.50135,0.00000,0.00000,,,,2.61000,,,,,
HD 23127,b,89.13,5.65,273.942917,-46.483414,2.400000,0.300000,-0.300000,476.72500,63.56300,-63.56300,,,,1.50000,0.20000,-0.20000,,,
HD 231701,b,108.46,11.94,52.175020,-1.214977,0.530000,,,317.81700,0.00000,0.00000,,,,1.08000,,,,,
HD 23596,b,51.97,2.20,155.551708,-10.900346,2.720000,,,2285.10143,0.00000,0.00000,,,,7.19000,,,,,
HD 240210,b,,,109.493786,-3.184851,1.330000,,,2192.93500,0.00000,0.00000,,,,6.90000,,,,,
HD 240237,b,307.69,,110.521002,-2.502874,1.900000,,,1680.00000,0.00000,0.00000,,,,5.30000,,,,,
HD 25171,b,56.05,1.82,278.805606,-42.290052,3.020000,0.160000,-0.160000,301.92600,31.78170,-31.78170,,,,0.95000,0.10000,-0.10000,,,
